TEAM," NAME"," EXPERIENCE"," URL"," POSITION"," AGE"," HT"," WT"," COLLEGE"," SALARY"," PPG_LAST_SEASON"," APG_LAST_SEASON"," RPG_LAST_SEASON"," PER_LAST_SEASON"," PPG_CAREER"," APG_CAREER"," RGP_CAREER"," GP"," MPG"," FGM_FGA"," FGP"," THM_THA"," THP"," FTM_FTA"," FTP"," APG"," BLKPG"," STLPG"," TOPG"," PPG"
Dallas Mavericks,DeAndre Jordan,10,http://www.espn.com/nba/player/_/id/3442,C,30,210.82,119.91,Texas A&M,"22,897,200",12.0,15.2,0.9,20.17,9.4,10.7,1.7,750,28.1,3.8-5.7,.673,0.0-0.0,.091,1.8-4.1,.446,0.7,1.7,0.6,1.3,9.4
Dallas Mavericks,Maximilian Kleber,1,http://www.espn.com/nba/player/_/id/2960236,PF,26,210.82,108.6,-,"1,378,242",5.4,3.3,0.7,13.45,5.4,3.3,0.7,72,16.8,2.1-4.3,.489,0.6-1.8,.313,0.6-0.8,.746,0.7,0.7,0.4,0.4,5.4
Dallas Mavericks,Daryl Macon,0,http://www.espn.com/nba/player/_/id/4066243,SG,22,190.5,83.71,Arkansas,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Wesley Matthews,9,http://www.espn.com/nba/player/_/id/4032,SG,32,195.58,99.55,Marquette,"18,622,514",12.7,2.7,3.1,11.49,13.8,2.2,3.2,655,32.8,4.7-11.1,.427,2.1-5.6,.383,2.2-2.7,.827,2.2,0.2,1.1,1.3,13.8
Dallas Mavericks,Salah Mejri,3,http://www.espn.com/nba/player/_/id/2968458,C,32,218.44,106.33,-,"1,512,601",3.5,4.0,1.1,17.81,3.3,4.0,1.0,168,12.1,1.3-2.1,.639,0.0-0.0,.143,0.6-1.0,.584,0.4,1.0,0.4,0.6,3.3
Dallas Mavericks,Dirk Nowitzki,20,http://www.espn.com/nba/player/_/id/609,PF,40,213.36,110.86,-,"5,000,000",12.0,5.7,0.6,16.76,21.2,7.7,0.9,1471,34.4,7.5-15.9,.472,1.3-3.4,.383,4.9-5.6,.879,2.5,0.9,0.8,1.7,21.2
Dallas Mavericks,Dwight Powell,4,http://www.espn.com/nba/player/_/id/2531367,PF,27,210.82,108.6,Stanford,"9,631,250",8.5,5.6,0.4,18.82,6.6,4.2,0.4,254,16.7,2.5-4.6,.535,0.2-0.7,.292,1.5-2.0,.739,0.8,0.4,0.7,0.6,6.6
Dallas Mavericks,Dennis Smith Jr.,1,http://www.espn.com/nba/player/_/id/4065697,PG,20,190.5,88.24,North Carolina State,"3,819,960",15.2,5.2,3.8,12.89,15.2,5.2,3.8,69,29.7,5.9-14.8,.395,1.5-4.9,.313,1.9-2.8,.694,5.2,0.3,1.0,2.8,15.2
Dallas Mavericks,Ray Spalding,0,http://www.espn.com/nba/player/_/id/3908806,PF,21,208.28,97.29,Louisville,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Ding Yanyuhang,0,http://www.espn.com/nba/player/_/id/4039747,F,25,200.66,90.5,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Carmelo Anthony,15,http://www.espn.com/nba/player/_/id/1975,PF,34,203.2,108.6,Syracuse,"1,512,601",16.2,5.8,0.6,12.78,24.1,6.5,0.5,1054,35.9,8.6-19.2,.449,1.3-3.7,.347,5.6-6.9,.812,3.0,0.5,1.0,2.7,24.1
Houston Rockets,Tim Bond,0,http://www.espn.com/nba/player/_/id/3148983,G,-,198.12,76.92,Eastern Michigan,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Bruno Caboclo,4,http://www.espn.com/nba/player/_/id/3113297,SF,23,205.74,98.64,-,Not signed,2.2,0.3,1.8,7.43,1.5,0.3,1.0,35,6.1,0.6-2.0,.282,0.2-0.9,.242,0.1-0.2,.833,0.3,0.2,0.2,0.4,1.5
Houston Rockets,Clint Capela,4,http://www.espn.com/nba/player/_/id/3102529,C,24,208.28,108.6,-,"15,293,104",13.9,10.8,1.9,24.55,10.6,8.1,1.4,228,22.6,4.6-7.3,.629,0.0-0.0,.000,1.4-2.9,.482,0.8,1.4,0.7,1.1,10.6
Houston Rockets,Michael Carter-Williams,5,http://www.espn.com/nba/player/_/id/2596108,PG,27,198.12,85.97,Syracuse,"1,512,601",4.6,2.2,2.7,10.84,11.5,4.9,4.7,287,27.5,4.3-10.7,.402,0.5-1.9,.250,2.4-3.4,.707,4.9,0.6,1.4,2.7,11.5
Houston Rockets,Marquese Chriss,2,http://www.espn.com/nba/player/_/id/3907487,PF,21,208.28,108.6,Washington,"3,206,160",7.7,5.5,1.0,11.14,8.5,4.8,0.9,154,21.2,3.2-7.2,.438,0.8-2.7,.309,1.4-2.2,.617,0.9,0.9,0.8,1.4,8.5
Houston Rockets,Gary Clark,0,http://www.espn.com/nba/player/_/id/3132042,PF,23,203.2,101.81,Cincinnati,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Vincent Edwards,0,http://www.espn.com/nba/player/_/id/3136989,SF,22,203.2,101.81,Purdue,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,James Ennis III,4,http://www.espn.com/nba/player/_/id/2579321,SF,28,200.66,95.02,Long Beach State,"1,621,415",7.1,1.0,3.1,11.66,6.4,0.9,3.2,220,20.4,2.2-4.8,.454,0.7-2.0,.359,1.3-1.6,.811,0.9,0.3,0.6,0.8,6.4
Houston Rockets,Eric Gordon,10,http://www.espn.com/nba/player/_/id/3431,SG,29,193.04,97.29,Indiana,"13,500,375",18.0,2.2,2.5,15.22,16.7,3.1,2.5,561,33.2,5.7-13.2,.430,2.2-5.9,.376,3.2-3.9,.816,3.1,0.3,1.0,2.1,16.7
Houston Rockets,Gerald Green,11,http://www.espn.com/nba/player/_/id/2761,SG,32,200.66,92.76,-,"1,512,601",12.1,0.6,3.2,14.10,9.8,1.0,2.5,585,19.7,3.6-8.5,.419,1.4-3.8,.362,1.3-1.6,.816,1.0,0.3,0.5,1.1,9.8
Houston Rockets,James Harden,9,http://www.espn.com/nba/player/_/id/3992,PG,29,195.58,99.55,Arizona State,"35,650,150",30.4,8.8,5.4,29.87,23.0,6.1,5.1,687,33.8,6.8-15.3,.443,2.4-6.6,.364,7.1-8.3,.854,6.1,0.5,1.5,3.5,23.0
Houston Rockets,Isaiah Hartenstein,0,http://www.espn.com/nba/player/_/id/4222252,PF,20,213.36,112.67,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,"Nene ",16,http://www.espn.com/nba/player/_/id/1713,C,36,210.82,113.12,-,"3,651,480",6.5,3.4,0.3,16.47,11.7,6.2,0.8,923,26.8,4.5-8.1,.548,0.0-0.1,.140,2.7-4.1,.660,1.8,0.8,1.1,1.8,11.7
Houston Rockets,Brandon Knight,6,http://www.espn.com/nba/player/_/id/6448,PG,26,190.5,88.24,Kentucky,"14,631,250",NA,NA,NA,NA,15.2,4.3,3.3,382,31.3,5.5-13.2,.415,1.6-4.6,.357,2.6-3.3,.812,4.3,0.2,0.9,2.7,15.2
Houston Rockets,Chris Paul,13,http://www.espn.com/nba/player/_/id/2779,PG,33,182.88,79.19,Wake Forest,"35,654,150",18.6,7.9,5.4,24.39,18.7,9.8,4.5,892,35.3,6.6-13.9,.472,1.3-3.4,.372,4.3-4.9,.868,9.8,0.1,2.3,2.4,18.7
Houston Rockets,Zhou Qi,1,http://www.espn.com/nba/player/_/id/3892894,PF,22,215.9,95.02,-,"1,378,242",1.2,1.2,0.8,1.90,1.2,1.2,0.8,18,6.9,0.3-1.8,.188,0.1-1.1,.105,0.4-0.7,.667,0.1,0.8,0.1,0.6,1.2
Houston Rockets,Angel Rodriguez,0,http://www.espn.com/nba/player/_/id/2578218,PG,25,180.34,81.9,Miami (FL),Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,Brandon Sampson,0,http://www.espn.com/nba/player/_/id/3907385,SG,21,195.58,83.26,LSU,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston Rockets,PJ Tucker,7,http://www.espn.com/nba/player/_/id/3033,SF,33,198.12,110.86,Texas,"7,969,537",6.1,0.9,5.6,8.36,7.4,1.5,5.7,500,27.8,2.7-6.4,.426,0.9-2.5,.356,1.1-1.5,.748,1.5,0.3,1.2,1.0,7.4
Memphis Grizzlies,Kyle Anderson,4,http://www.espn.com/nba/player/_/id/2993874,SF,25,205.74,104.07,UCLA,"8,641,000",7.9,2.7,5.4,15.91,4.9,1.7,3.6,257,17.9,1.9-4.0,.478,0.2-0.6,.338,0.9-1.2,.733,1.7,0.5,0.9,0.8,4.9
Memphis Grizzlies,Dillon Brooks,1,http://www.espn.com/nba/player/_/id/3155526,SG,22,198.12,99.55,Oregon,"1,378,242",11.0,1.6,3.1,9.89,11.0,1.6,3.1,82,28.7,4.1-9.4,.440,1.1-3.2,.356,1.5-2.0,.747,1.6,0.2,0.9,1.5,11.0
Memphis Grizzlies,MarShon Brooks,4,http://www.espn.com/nba/player/_/id/6428,SG,29,195.58,90.5,Providence,"1,656,092",20.1,3.6,3.1,26.40,8.2,1.5,2.2,171,17.9,3.1-7.0,.447,0.5-1.5,.359,1.4-1.8,.757,1.5,0.2,0.6,1.3,8.2
Memphis Grizzlies,Jevon Carter,0,http://www.espn.com/nba/player/_/id/3133635,PG,23,187.96,88.69,West Virginia,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Omri Casspi,9,http://www.espn.com/nba/player/_/id/3554,SF,30,205.74,101.81,-,"1,512,601",5.7,1.0,3.8,15.56,8.0,1.2,4.1,552,20.7,3.0-6.6,.451,0.9-2.3,.369,1.2-1.8,.678,1.2,0.2,0.6,1.0,8.0
Memphis Grizzlies,Mike Conley,11,http://www.espn.com/nba/player/_/id/3195,PG,31,185.42,79.19,Ohio State,"30,521,115",17.1,4.1,2.3,15.48,14.3,5.7,2.9,718,32.5,5.1-11.7,.441,1.3-3.4,.377,2.7-3.3,.814,5.7,0.2,1.5,2.0,14.3
Memphis Grizzlies,Markel Crawford,0,http://www.espn.com/nba/player/_/id/3057180,G,23,193.04,95.02,Ole Miss,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Marc Gasol,10,http://www.espn.com/nba/player/_/id/3206,C,33,215.9,115.38,-,"24,119,025",17.2,8.1,1.4,17.42,15.2,7.7,1.5,716,33.7,5.6-11.6,.487,0.3-0.9,.344,3.6-4.6,.779,3.3,1.5,0.9,2.1,15.2
Memphis Grizzlies,Brandon Goodwin,0,http://www.espn.com/nba/player/_/id/3057198,PG,23,187.96,81.45,Florida Gulf Coast,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,JaMychal Green,4,http://www.espn.com/nba/player/_/id/2327577,PF,28,205.74,102.71,Alabama,"7,666,667",10.3,8.4,0.5,14.00,8.1,6.1,0.4,234,22.4,3.1-6.5,.477,0.5-1.4,.351,1.4-1.8,.765,1.0,0.4,0.6,1.1,8.1
Memphis Grizzlies,Andrew Harrison,2,http://www.espn.com/nba/player/_/id/3064511,SG,23,198.12,96.38,Kentucky,"1,544,951",9.5,3.2,2.3,12.72,7.5,2.9,2.1,128,21.9,2.3-6.2,.378,0.7-2.3,.302,2.1-2.8,.771,2.9,0.4,0.7,1.3,7.5
Memphis Grizzlies,Jaren Jackson Jr.,0,http://www.espn.com/nba/player/_/id/4277961,PF,19,210.82,109.5,Michigan State,"5,915,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Shelvin Mack,7,http://www.espn.com/nba/player/_/id/6454,PG,28,190.5,91.86,Butler,"1,512,601",6.9,3.9,2.4,13.35,6.4,3.1,2.0,399,17.9,2.5-5.9,.427,0.6-2.0,.326,0.8-1.0,.740,3.1,0.1,0.6,1.2,6.4
Memphis Grizzlies,Doral Moore,0,http://www.espn.com/nba/player/_/id/3908843,C,21,215.9,126.7,Wake Forest,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Chandler Parsons,7,http://www.espn.com/nba/player/_/id/6466,SF,29,208.28,104.07,Florida,"24,107,258",7.9,1.9,2.5,13.67,13.1,2.8,4.6,410,31.0,5.0-10.8,.466,1.6-4.2,.377,1.5-2.1,.708,2.8,0.4,0.9,1.5,13.1
Memphis Grizzlies,Ivan Rabb,1,http://www.espn.com/nba/player/_/id/3917378,PF,21,208.28,99.55,California,"1,378,242",5.6,4.4,0.4,16.64,5.6,4.4,0.4,36,14.3,2.4-4.2,.566,0.0-0.0,.000,0.8-1.0,.806,0.9,0.4,0.3,1.0,5.6
Memphis Grizzlies,Wayne Selden,2,http://www.espn.com/nba/player/_/id/3059316,SG,24,195.58,104.07,Kansas,"1,544,951",9.3,1.9,1.6,11.86,8.1,1.6,1.5,49,18.9,2.9-6.7,.431,1.1-3.1,.373,1.2-1.7,.716,1.6,0.1,0.5,1.3,8.1
Memphis Grizzlies,DJ Stephens,1,http://www.espn.com/nba/player/_/id/2489563,SG,27,195.58,85.07,Memphis,Not signed,NA,NA,NA,NA,2.3,0.0,1.7,3,5.0,1.0-2.3,.429,0.0-0.0,.000,0.3-0.3,1.000,0.0,0.0,0.0,0.0,2.3
Memphis Grizzlies,Garrett Temple,8,http://www.espn.com/nba/player/_/id/4023,SG,32,198.12,88.24,LSU,"8,000,000",8.4,1.9,2.3,10.29,5.5,1.7,2.0,439,19.1,2.0-4.9,.405,0.8-2.2,.357,0.8-1.1,.725,1.7,0.3,0.8,0.9,5.5
Memphis Grizzlies,Yuta Watanabe,0,http://www.espn.com/nba/player/_/id/3133838,F,23,205.74,88.69,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Alexis Ajinca,7,http://www.espn.com/nba/player/_/id/3410,C,30,218.44,112.22,-,"5,285,394",NA,NA,NA,NA,5.3,3.9,0.6,293,13.3,2.2-4.4,.503,0.0-0.1,.286,0.9-1.1,.797,0.5,0.6,0.3,0.8,5.3
New Orleans Pelicans,Trevon Bluiett,0,http://www.espn.com/nba/player/_/id/3136481,SG,23,198.12,89.59,Xavier,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Ian Clark,5,http://www.espn.com/nba/player/_/id/2489785,SG,27,190.5,79.19,Belmont,"1,512,601",7.4,1.5,1.7,9.45,5.3,1.1,1.3,270,13.1,2.1-4.6,.453,0.6-1.9,.346,0.5-0.6,.784,1.1,0.1,0.4,0.7,5.3
New Orleans Pelicans,Anthony Davis,6,http://www.espn.com/nba/player/_/id/6583,PF,25,208.28,114.48,Kentucky,"25,434,263",28.1,11.1,2.6,28.98,23.4,10.3,2.4,410,34.8,8.8-17.1,.517,0.3-1.1,.309,5.4-6.8,.795,1.9,2.4,1.3,1.8,23.4
New Orleans Pelicans,Cheick Diallo,2,http://www.espn.com/nba/player/_/id/3919335,PF,22,205.74,99.55,Kansas,"1,544,951",4.9,4.1,0.4,17.05,4.9,4.1,0.4,69,11.3,2.0-3.7,.548,0.0-0.0,.000,0.9-1.3,.747,0.3,0.4,0.2,0.5,4.9
New Orleans Pelicans,Solomon Hill,5,http://www.espn.com/nba/player/_/id/2488958,SF,27,200.66,101.81,Arizona,"12,252,928",2.4,1.8,3.0,4.79,6.2,1.6,3.3,261,23.1,2.1-5.4,.396,0.8-2.3,.331,1.2-1.4,.816,1.6,0.2,0.7,1.0,6.2
New Orleans Pelicans,Jrue Holiday,9,http://www.espn.com/nba/player/_/id/3995,PG,28,193.04,92.76,UCLA,"25,976,111",19.0,6.0,4.5,17.87,14.9,6.2,3.7,585,32.8,5.9-13.2,.450,1.2-3.3,.360,1.9-2.4,.788,6.2,0.4,1.5,2.7,14.9
New Orleans Pelicans,Frank Jackson,0,http://www.espn.com/nba/player/_/id/4065651,PG,20,190.5,92.76,Duke,"1,378,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Brandon McCoy,0,http://www.espn.com/nba/player/_/id/4278955,C,20,215.9,113.12,UNLV,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Darius Miller,4,http://www.espn.com/nba/player/_/id/6610,SF,28,203.2,101.81,Kentucky,"2,205,000",7.8,1.4,2.0,9.32,5.2,1.1,1.6,184,18.5,1.8-4.2,.435,1.1-2.7,.394,0.5-0.6,.856,1.1,0.2,0.4,0.6,5.2
New Orleans Pelicans,Nikola Mirotic,4,http://www.espn.com/nba/player/_/id/6459,PF,27,208.28,113.12,-,"12,500,000",15.6,7.4,0.7,18.72,11.8,5.7,0.7,273,23.7,3.9-9.3,.419,1.8-5.1,.357,2.1-2.7,.801,1.3,0.7,0.8,1.2,11.8
New Orleans Pelicans,E'Twaun Moore,7,http://www.espn.com/nba/player/_/id/6460,G,29,193.04,86.43,Purdue,"8,808,685",12.5,2.3,2.9,12.18,7.6,1.8,2.0,462,21.0,3.1-6.8,.455,0.9-2.3,.385,0.5-0.7,.740,1.8,0.2,0.7,0.9,7.6
New Orleans Pelicans,Darius Morris,4,http://www.espn.com/nba/player/_/id/6463,PG,27,193.04,88.24,Michigan,Not signed,NA,NA,NA,NA,3.3,1.4,1.0,132,11.1,1.3-3.3,.384,0.4-1.1,.322,0.4-0.6,.630,1.4,0.0,0.3,0.8,3.3
New Orleans Pelicans,Jahlil Okafor,3,http://www.espn.com/nba/player/_/id/3135048,C,22,210.82,124.43,Duke,"1,567,707",6.3,3.0,0.6,15.43,12.9,5.3,1.0,131,23.5,5.5-10.6,.515,0.0-0.1,.200,2.0-2.9,.682,1.0,1.0,0.3,1.8,12.9
New Orleans Pelicans,Elfrid Payton,4,http://www.espn.com/nba/player/_/id/2583639,PG,24,193.04,83.71,Louisiana-Lafayette,"3,000,000",12.7,6.2,4.3,16.60,11.2,6.4,4.2,300,29.5,4.6-10.1,.457,0.4-1.2,.298,1.6-2.6,.619,6.4,0.3,1.3,2.4,11.2
New Orleans Pelicans,Julius Randle,4,http://www.espn.com/nba/player/_/id/3064514,PF,23,205.74,113.12,Kentucky,"8,641,000",16.1,8.0,0.5,19.96,13.5,8.9,0.5,238,27.8,5.2-10.6,.493,0.2-0.6,.257,2.9-4.1,.717,2.6,0.5,0.6,2.3,13.5
New Orleans Pelicans,Troy Williams,2,http://www.espn.com/nba/player/_/id/3078286,SG,23,200.66,95.02,Indiana,"1,544,951",6.3,0.8,3.0,15.18,6.2,0.8,2.6,51,16.9,2.4-5.4,.449,0.6-2.0,.290,0.8-1.2,.661,0.8,0.3,0.9,1.0,6.2
San Antonio Spurs,LaMarcus Aldridge,12,http://www.espn.com/nba/player/_/id/2983,PF,33,210.82,117.65,Texas,"22,347,015",23.1,8.5,1.2,25.12,19.4,8.3,1.1,869,34.6,7.9-16.1,.489,0.1-0.4,.288,3.5-4.4,.806,1.9,1.1,0.8,1.6,19.4
San Antonio Spurs,Marco Belinelli,11,http://www.espn.com/nba/player/_/id/3190,SG,32,195.58,95.02,-,"6,153,846",12.1,1.9,1.9,14.20,9.9,1.7,2.0,724,23.3,3.5-8.2,.427,1.4-3.7,.377,1.5-1.8,.841,1.7,0.1,0.6,1.0,9.9
San Antonio Spurs,Davis Bertans,2,http://www.espn.com/nba/player/_/id/6426,SF,25,208.28,101.81,-,"7,000,000",5.9,1.0,2.0,14.13,5.3,0.8,1.7,144,13.2,1.8-4.2,.440,1.1-3.0,.384,0.5-0.6,.819,0.8,0.4,0.3,0.5,5.3
San Antonio Spurs,Jaron Blossomgame,0,http://www.espn.com/nba/player/_/id/2982240,SF,25,200.66,99.55,Clemson,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Dante Cunningham,9,http://www.espn.com/nba/player/_/id/3974,SF,31,203.2,104.07,Villanova,"2,487,000",5.7,0.7,4.1,10.00,6.1,0.7,3.8,651,21.4,2.6-5.6,.469,0.3-0.9,.332,0.6-0.9,.645,0.7,0.5,0.7,0.5,6.1
San Antonio Spurs,DeMar DeRozan,9,http://www.espn.com/nba/player/_/id/3978,SG,29,200.66,99.55,USC,"27,739,975",23.0,5.2,3.9,21.10,19.7,3.1,4.1,675,34.1,7.0-15.6,.448,0.5-1.7,.288,5.2-6.3,.827,3.1,0.3,1.0,2.0,19.7
San Antonio Spurs,Drew Eubanks,0,http://www.espn.com/nba/player/_/id/3914285,PF,21,208.28,110.86,Oregon State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Bryn Forbes,2,http://www.espn.com/nba/player/_/id/2994526,SG,24,190.5,85.97,Michigan State,"3,125,000",6.9,1.0,1.4,9.19,5.6,0.9,1.1,116,15.5,2.1-5.1,.411,0.9-2.4,.377,0.5-0.7,.679,0.9,0.0,0.3,0.4,5.6
San Antonio Spurs,Pau Gasol,17,http://www.espn.com/nba/player/_/id/996,C,38,213.36,113.12,-,"16,800,000",10.1,8.0,1.0,18.98,17.4,9.3,1.6,1196,34.0,6.6-13.1,.508,0.1-0.4,.366,4.0-5.2,.754,3.2,1.6,0.5,2.2,17.4
San Antonio Spurs,Rudy Gay,12,http://www.espn.com/nba/player/_/id/3005,SF,32,203.2,104.07,Connecticut,"10,087,200",11.5,1.3,5.1,18.03,17.9,2.2,5.9,810,34.6,6.8-15.0,.453,1.0-3.0,.343,3.3-4.2,.795,2.2,0.8,1.3,2.3,17.9
San Antonio Spurs,Chimezie Metu,0,http://www.espn.com/nba/player/_/id/3914283,PF,21,208.28,101.81,USC,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Patty Mills,9,http://www.espn.com/nba/player/_/id/4004,PG,30,182.88,81.45,Saint Mary's,"11,571,429",10.0,2.8,1.9,11.89,8.2,2.3,1.6,523,18.3,3.0-7.0,.432,1.4-3.7,.390,0.8-0.9,.848,2.3,0.1,0.6,1.0,8.2
San Antonio Spurs,Dejounte Murray,2,http://www.espn.com/nba/player/_/id/3907497,PG,22,195.58,76.92,Washington,"1,544,951",8.1,2.9,5.7,15.09,6.6,2.3,4.2,119,17.4,2.7-6.1,.441,0.2-0.5,.316,1.1-1.5,.708,2.3,0.3,0.9,1.4,6.6
San Antonio Spurs,Jakob Poeltl,2,http://www.espn.com/nba/player/_/id/3134908,C,22,213.36,104.07,Utah,"2,947,320",6.9,4.8,1.2,17.55,5.4,4.1,0.9,136,15.8,2.4-3.7,.641,0.0-0.0,.500,0.7-1.2,.576,0.5,0.9,0.4,0.8,5.4
San Antonio Spurs,Quincy Pondexter,6,http://www.espn.com/nba/player/_/id/4253,SF,30,200.66,104.07,Washington,"1,512,601",2.0,0.4,1.2,4.06,5.0,0.8,2.0,302,17.3,1.8-4.3,.419,0.7-1.9,.357,0.7-1.0,.738,0.8,0.2,0.4,0.5,5.0
San Antonio Spurs,Lonnie Walker IV,0,http://www.espn.com/nba/player/_/id/4277890,SG,19,195.58,92.76,Miami (FL),"2,357,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Derrick White,1,http://www.espn.com/nba/player/_/id/3078576,PG,24,193.04,85.97,Colorado,"1,667,160",3.2,0.5,1.5,15.89,3.2,0.5,1.5,17,8.2,0.9-1.9,.485,0.5-0.8,.615,0.8-1.2,.700,0.5,0.2,0.2,0.4,3.2
Atlanta Hawks,Jaylen Adams,0,http://www.espn.com/nba/player/_/id/3133874,PG,22,187.96,85.97,St. Bonaventure,"1,378,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Cole Aldrich,8,http://www.espn.com/nba/player/_/id/4267,C,29,210.82,114.48,Kansas,Not signed,0.6,0.7,0.0,6.05,3.1,3.3,0.7,339,10.0,1.3-2.4,.527,0.0-0.0,.000,0.5-0.7,.738,0.5,0.7,0.4,0.6,3.1
Atlanta Hawks,Justin Anderson,3,http://www.espn.com/nba/player/_/id/2982340,SG,24,198.12,104.07,Virginia,"2,516,048",6.2,0.7,2.4,13.06,5.8,0.7,2.8,168,14.3,2.0-4.9,.422,0.7-2.3,.300,1.0-1.3,.784,0.7,0.3,0.4,0.6,5.8
Atlanta Hawks,Kent Bazemore,6,http://www.espn.com/nba/player/_/id/6637,SG,29,195.58,90.95,Old Dominion,"18,089,887",12.9,3.5,3.8,14.51,8.2,1.8,2.9,416,20.0,3.0-7.0,.422,1.0-2.7,.360,1.3-1.9,.718,1.8,0.4,1.0,1.4,8.2
Atlanta Hawks,DeAndre' Bembry,2,http://www.espn.com/nba/player/_/id/3062667,SF,24,198.12,95.02,Saint Joseph's,"1,634,640",5.2,1.9,2.8,7.69,3.7,1.2,2.0,64,12.9,1.6-3.5,.442,0.2-0.8,.250,0.4-0.8,.510,1.2,0.3,0.5,1.0,3.7
Atlanta Hawks,Vince Carter,20,http://www.espn.com/nba/player/_/id/136,SG,41,198.12,99.55,North Carolina,"1,512,601",5.4,1.2,2.6,10.80,17.7,3.3,4.5,1405,31.4,6.4-14.6,.437,1.5-4.0,.373,3.4-4.3,.799,3.3,0.6,1.0,1.8,17.7
Atlanta Hawks,John Collins,1,http://www.espn.com/nba/player/_/id/3908845,PF,21,208.28,106.33,Wake Forest,"2,299,080",10.5,7.3,1.1,18.33,10.5,7.3,1.1,74,24.1,4.2-7.4,.576,0.2-0.6,.340,1.8-2.5,.715,1.3,1.1,0.6,1.4,10.5
Atlanta Hawks,Dewayne Dedmon,5,http://www.espn.com/nba/player/_/id/2580913,C,29,213.36,110.86,USC,"7,200,000",10.0,7.9,0.8,15.85,5.5,5.7,0.8,286,16.8,2.2-4.0,.552,0.2-0.5,.352,0.9-1.2,.695,0.6,0.8,0.4,0.9,5.5
Atlanta Hawks,Tyler Dorsey,1,http://www.espn.com/nba/player/_/id/3915560,SG,22,195.58,82.81,Oregon,"1,378,242",7.2,1.4,2.3,10.05,7.2,1.4,2.3,56,17.4,2.6-6.8,.377,1.3-3.6,.362,0.8-1.1,.714,1.4,0.1,0.3,0.7,7.2
Atlanta Hawks,Daniel Hamilton,1,http://www.espn.com/nba/player/_/id/3147351,SG,23,200.66,88.24,Connecticut,"1,349,383",2.0,1.3,0.8,18.25,2.0,1.3,0.8,6,4.7,0.8-1.8,.455,0.3-0.8,.400,0.0-0.0,.000,1.3,0.0,0.2,0.3,2.0
Atlanta Hawks,Kevin Huerter,0,http://www.espn.com/nba/player/_/id/4066372,SG,20,200.66,85.97,Maryland,"2,250,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Isaac Humphries,0,http://www.espn.com/nba/player/_/id/3926491,C,20,213.36,117.65,Kentucky,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Alex Len,5,http://www.espn.com/nba/player/_/id/2596107,C,25,215.9,113.12,Maryland,"4,350,000",8.5,7.5,0.9,19.37,7.2,6.5,1.0,335,19.9,2.7-5.7,.485,0.0-0.1,.240,1.7-2.4,.707,0.8,1.0,0.4,1.3,7.2
